MOF,Uptake
GOYXUP,0.5001024334
GOYYAW,0.0063294124
GOYYAW,0.1487930576
GOYYAW,0.4634675102
GOYYEA,0.007455646
GOYYEA,0.1740456427
GOYYEA,0.5445220806
GOYYIE,0.0066666306
GOYYIE,0.1572867798
GOYYIE,0.4712257861
GOZNEQ,0.019075173
GOZNEQ,0.3942520033
GOZNEQ,1.0359012298
GUBKUL,0.8151773598
GUBKUL,2.3594912326
GUBKUL,3.8431163668
GUBZAF,0.0010217398
GUBZAF,0.0248236177
GUBZAF,0.1031899732
GUFBOA,0.1528156311
GUFBOA,0.4942709905
GUFBOA,0.8864148352
GUHGOH,0.9231703458
GUHGOH,1.2144982039
GUHGOH,1.3295581119
GUJGAU,0.0202200461
GUJGAU,0.3977035643
GUJGAU,0.9332510144
GUJGEY,0.0199521564
GUJGEY,0.3893784676
GUJGEY,0.9574138315
GUJTOV,0.0082055812
GUJTOV,0.1941197143
GUJTOV,0.541143234
GUJVIR,1.2073242382
GUJVIR,2.9051245932
GUJVIR,3.3970037662
GUJVOX,1.0174258544
GUJVOX,3.0780931325
GUJVOX,3.6987840684
GUKNIK,0.0005009705
GUKNIK,0.0126497129
GUKNIK,0.0481114457
GUKXIU,0.0083665883
GUKXIU,0.1793029859
GUKXIU,0.5261599714
GUKZAO,0.0036618256
GUKZAO,0.0894389448
GUKZAO,0.3433692455
GULBAR,0.0091581481
GULBAR,0.2134732758
GULBAR,0.730647557
GULPIN,0.0528546884
GULPIN,0.7310492699
GULPIN,1.2839184651
GULWOA,0.0089818879
GULWOA,0.189845772
GULWOA,0.6980859564
GUMDEZ,0.1487905956
GUMDEZ,2.1038250588
GUMDEZ,3.2272798887
GUPBUP,0.0002899802
GUPBUP,0.0076785751
GUPBUP,0.0310742466
GUPJEG01,0.0052776512
GUPJEG01,0.125184877
GUPJEG01,0.4178957395
GURZID01,0.0782245603
GURZID01,1.355724271
GURZID01,2.2306377465
GURZID,0.0780447589
GURZID,1.3279749259
GURZID,2.2327434691
GUSCIH,1.3446614646
GUSCIH,1.7873070321
GUSCIH,2.1034909475
GUSNEN01,0.0
GUSNEN01,7.149e-07
GUSNEN01,8.5793e-06
GUSNEN,0.0
GUSNEN,2.8598e-06
GUSNEN,4.2897e-06
GUWDUY,0.004132421
GUWDUY,0.0979147831
GUWDUY,0.3725143237
GUXLIU,0.002021124
GUXLIU,0.0521586196
GUXLIU,0.2189386132
HABRIN,0.0138007324
HABRIN,0.2863535305
HABRIN,0.7795289823
HADLOQ01,0.0016445741
HADLOQ01,0.0395304311
HADLOQ01,0.1596796508
HAFVUH,0.0327501055
HAFVUH,0.7773231461
HAFVUH,2.8727036653
HAJJAE,9.93235e-05
HAJJAE,0.0025934481
HAJJAE,0.0101414856
HAJLEK,0.0165931288
HAJLEK,0.2957407987
HAJLEK,0.7810208417
HAJLIO,0.0159602734
HAJLIO,0.3071956697
HAJLIO,0.7626799763
HAJLOU,0.0174478292
HAJLOU,0.3015571607
HAJLOU,0.7694805007
HAJLUA,0.0149962216
HAJLUA,0.3072585153
HAJLUA,0.7568944086
HAJMAH,0.0134451917
HAJMAH,0.2737046109
HAJMAH,0.7080589636
HAJMEL,0.0046221917
HAJMEL,0.1082802656
HAJMEL,0.3741685646
HAKCIG,0.0236919151
HAKCIG,0.4511329263
HAKCIG,0.9969228124
HAKSAQ,0.0063671147
HAKSAQ,0.1615266906
HAKSAQ,0.6417028029
HAKSOE,0.0089684571
HAKSOE,0.2230574447
HAKSOE,0.8908976802
HAKTAR,0.0064063192
HAKTAR,0.1593582255
HAKTAR,0.6342657994
HAKWUM,0.0644036129
HAKWUM,1.718193804
HAKWUM,2.4809038331
HALQUJ,0.0070581264
HALQUJ,0.1680252182
HALQUJ,0.6652121821
HALVAU,0.0057750812
HALVAU,0.1392280054
HALVAU,0.538914799
HAMJOW,0.005985112
HAMJOW,0.1470324861
HAMJOW,0.5879260268
HAMREU,0.0019390895
HAMREU,0.0495773987
HAMREU,0.1904416743
HAMRIY,0.0024918846
HAMRIY,0.0602669459
HAMRIY,0.2141054862
HAOAER,0.0011655928
HAOAER,0.0269508472
HAOAER,0.1059507098
HAPNOE,0.010209257
HAPNOE,0.2679631473
HAPNOE,1.0152581898
HAPNUK,0.0135925113
HAPNUK,0.2818054896
HAPNUK,1.0968782253
HAVVUX,0.0004571114
HAVVUX,0.0114210441
HAVVUX,0.0465319919
HAWWIN,0.0342063059
HAWWIN,0.7823444549
HAWWIN,2.292225825
HAWWOT,0.0381344483
HAWWOT,0.786205665
HAWWOT,2.1121132371
HAWWUZ,0.0367623366
HAWWUZ,0.8066599954
HAWWUZ,2.2458791339
HAWZEM,0.0248324999
HAWZEM,0.5457837971
HAWZEM,1.5982044097
HAXJEX,0.0008414272
HAXJEX,0.0228462332
HAXJEX,0.0859112015
HAXMUP,0.0003441419
HAXMUP,0.0088323642
HAXMUP,0.03506952
HAYTEI,1.5873390038
HAYTEI,3.367361716
HAYTEI,4.2052343682
HAZGOF01,0.0012344192
HAZGOF01,0.0309696097
HAZGOF01,0.123022396
HAZGOF02,0.0012603599
HAZGOF02,0.0318444372
HAZGOF02,0.1320336561
HAZGOF03,0.0015788043
HAZGOF03,0.0414988477
HAZGOF03,0.1705099658
HAZGOF04,0.0014643074
HAZGOF04,0.0382160082
HAZGOF04,0.1485489327
HAZGOF05,0.0016011669
HAZGOF05,0.0419246328
HAZGOF05,0.1496330748
HAZGOF06,0.0017129803
HAZGOF06,0.0411312054
HAZGOF06,0.1657019925
HAZGOF07,0.0013811183
HAZGOF07,0.0346997025
HAZGOF07,0.1366099522
HAZGOF08,0.0018221101
HAZGOF08,0.0446537727
HAZGOF08,0.167521419
HAZGOF,0.0019276619
HAZGOF,0.0475188775
HAZGOF,0.1913331864
HAZNED,0.0060088962
HAZNED,0.1348588546
HAZNED,0.4111234611
HAZNIH,0.0059850145
HAZNIH,0.1339115479
HAZNIH,0.4094799371
HAZNON,0.0058390709
HAZNON,0.126904638
HAZNON,0.3806728673
HEBKEG,0.0110531605
HEBKEG,0.2709559388
HEBKEG,0.9745154809
HEBTEP,0.0968898937
HEBTEP,1.6212212897
HEBTEP,2.9571730572
HEDBEZ,1.2773579121
HEDBEZ,3.182378438
HEDBEZ,4.2069419338
HEDBID,1.289834957
HEDBID,3.0211926419
HEDBID,4.0720733189
HEDBOJ,3.2202987828
HEDBUP,3.2870712057
HEDCAW,0.0031373332
HEDCAW,0.0780972119
HEDCAW,0.2955419659
HEDGUS,2.97971e-05
HEDGUS,0.0008127977
HEDGUS,0.0032473281
HEGCEB,0.002695109
HEGCEB,0.0653121974
HEGCEB,0.2491339154
HEKTAU,0.0107458749
HEKTAU,0.2663937055
HEKTAU,1.0324175523
HEKTUO01,0.2014725599
HEKTUO01,2.1098006851
HEKTUO01,2.9094070707
HEKTUO,0.219716831
HEKTUO,2.1304720054
HEKTUO,2.9179091396
HELCUY,0.0021453897
HELCUY,0.0567219688
HELCUY,0.2049518679
HELDEJ,0.0128382259
HELDEJ,0.273277607
HELDEJ,0.7643683034
HENYUV,0.0097296744
HENYUV,0.2209888055
HENYUV,0.7263588977
HEZKIH,0.3274546876
HEZKIH,1.7801716833
HEZKIH,2.8998029618
HEZSEK,0.1689573507
HEZSEK,1.7416271053
HEZSEK,2.5035629067
HIBGEF,0.0016945072
HIBGEF,0.0425646251
HIBGEF,0.1692791479
HICVOG,0.0406642587
HICVOG,0.8898935089
HICVOG,2.4152910246
HICVUM,0.0174600188
HICVUM,0.4041590317
HICVUM,1.3836707696
HIDBON,0.0118886995
HIDBON,0.2499887939
HIDBON,0.8016449921
HIDMEO,0.0009760165
HIDMEO,0.026285715
HIDMEO,0.101267104
HIFGIO,0.0017874423
HIFGIO,0.0446870643
HIFGIO,0.1737385825
HIFTOG01,0.000336709
HIFTOG01,0.0080966496
HIFTOG01,0.0321184336
HIFTOG02,0.0026984823
HIFTOG02,0.064372152
HIFTOG02,0.2471480333
HIFTOG,0.0029985141
HIFTOG,0.0715669024
HIFTOG,0.2655479791
HIFVUO01,0.0005568151
HIFVUO01,0.0147962004
HIFVUO01,0.0596592545
HIGRIA,0.0007366012
HIGRIA,0.0187987131
HIGRIA,0.0757658539
HIHFOV,0.0624894139
HIHFOV,1.0629787958
HIHFOV,2.1454820161
HILJUJ,1.1332400153
HILJUJ,2.1222957633
HILJUJ,3.1934280099
HIMSAY,0.0237999917
HIMSAY,0.5195668725
HIMSAY,1.67246304
HISSIN,0.0137360163
HISSIN,0.2942525883
HISSIN,1.0632857852
HITXUE,0.2383366998
HITXUE,4.2231019822
HIWKII,0.0715869744
HIWKII,1.2084850422
HIWKII,2.5513510125
HIWXER01,0.0003272267
HIWXER01,0.0083584652
HIWXER01,0.034317253
HIWXER,0.001568291
HIWXER,0.0395045356
HIWXER,0.1411413945
HIXDOH01,0.0012056643
HIXDOH01,0.0291710904
HIXDOH01,0.1135105856
HIYBUN,0.0006568972
HIYBUN,0.0163035129
HIYBUN,0.0670163354
HIYZEV01,0.0384511486
HIYZEV01,0.7165368195
HIYZEV01,1.6785502296
HIZQEN01,0.0673008855
HIZQEN01,1.4050183163
HIZQEN01,3.0874708411
HIZQEN,0.0717434925
HIZQEN,1.4902008307
HIZQEN,3.1147611413
HIZQUD,0.0075596695
HIZQUD,0.1861319843
HIZQUD,0.7271590927
HOBGAH,0.0016324959
HOBGAH,0.0415376681
HOBGAH,0.1574825469
HOBGOV,0.0086238429
HOBGOV,0.198662863
HOBGOV,0.6261747587
HODWUS,0.0010519254
HODWUS,0.0271994628
HODWUS,0.1040246548
HOFSUS,0.0555107578
HOFSUS,1.0877704323
HOFSUS,2.5858944253
HOGJIX,0.0014832514
HOGJIX,0.0374719825
HOGJIX,0.1486394791
HOGLEV01,0.0037103079
HOGLEV01,0.0917247804
HOGLEV01,0.3309458555
HOGQIF,0.3687752127
HOGQIF,0.9841163967
HOGQIF,1.2351346743
HOGTOM,0.0001859407
HOGTOM,0.0049062347
HOGTOM,0.0194316509
HOJLEY,0.0005507703
HOJLEY,0.0138698795
HOJLEY,0.0536916328
HOPHUP,3.2661098925
HOPHUP,3.3068388938
HOPHUP,3.3140000277
HOQMIL01,0.0338045036
HOQMIL01,0.7336521818
HOQMIL01,1.998092652
HOQMIL02,0.0333853964
HOQMIL02,0.7285989281
HOQMIL02,1.992666995
HOQMIL03,0.0380447384
HOQMIL03,0.7999436437
HOQMIL03,2.134526815
HOQMIL04,0.0318902527
HOQMIL04,0.6958031702
HOQMIL04,1.9489529398
HOQMIL,0.0312929327
HOQMIL,0.6761207992
HOQMIL,1.9509774983
HOQMUX,0.0540015408
HOQMUX,1.0873061984
HOQMUX,2.3761384656
HOQNEI,0.0441623525
HOQNEI,0.9085305257
HOQNEI,2.2588136272
HORCOH,0.0620010503
HORCOH,1.3226301918
HORCOH,2.2376118196
HORCUN,1.6999926073
HORCUN,2.7572585768
HORCUN,2.8993092131
HOTFED,0.0103625015
HOTFED,0.2288575514
HOTFED,0.8626144666
HOTWUJ,3.0605868077
HOTWUJ,3.3301547402
HOTWUJ,3.5148580474
HOVJIN,0.0035888509
HOVJIN,0.089484073
HOVJIN,0.3100633367
HOWPOZ,0.0059913415
HOWPOZ,0.1491129501
HOWPOZ,0.5898737777
HOWPUF,0.0032818655
HOWPUF,0.0839503804
HOWPUF,0.3298359791
HOWQAM,0.002932193
HOWQAM,0.0752967239
HOWQAM,0.3135942802
HOWQEQ,0.0716615076
HOWQEQ,1.0118057688
HOWQEQ,1.9292400342
HOXGEH,0.0020003362
HOXGEH,0.0512409033
HOXGEH,0.1879327437
HOXKIP,0.0054094324
HOXKIP,0.1358195185
HOXKIP,0.5034221503
HOXKUB,0.0045546126
HOXKUB,0.1168875352
HOXKUB,0.4476448419
HOXSAQ,1.6275663887
HOXSAQ,2.8262349225
HOXSAQ,3.2910147119
HOXSIY,0.1483368578
HOXSIY,2.1438312025
HOXSIY,3.386063971
HOYREU,0.0176608835
HOYREU,0.404248666
HOYREU,1.5287371104
HOYRIY,0.022922243
HOYRIY,0.5445965216
HOYRIY,1.9178621317
HOYROE,0.0094536559
HOYROE,0.2189550832
HOYROE,0.7763806393
HOYTUL,0.0254054149
HOYTUL,0.5040761617
HOYTUL,1.2358659005
HOZBUV,0.0021145112
HOZBUV,0.0526243057
HOZBUV,0.2064425418
HOZDIL,0.0039261412
HOZDIL,0.0937732708
HOZDIL,0.3193357052
HOZFEJ,0.0004962641
HOZFEJ,0.0121769071
HOZFEJ,0.0494468866
HUCFAO,0.0615336096
HUCFAO,0.7627821724
HUCFAO,1.4698600457
HUCLIB,0.0026758935
HUCLIB,0.0637412377
HUCLIB,0.2091529761
HUCWOT,0.0253677243
HUCWOT,0.5138566149
HUCWOT,1.2978411721
HUCWUZ,0.002897164
HUCWUZ,0.0715414709
HUCWUZ,0.282132405
HUCXAG,0.0155117453
HUCXAG,0.349573646
HUCXAG,1.0378722099
HUCXEK,0.0128696683
HUCXEK,0.2824954994
HUCXEK,0.9704965986
HUCXIO,0.0108241698
HUCXIO,0.2599024074
HUCXIO,0.8609149295
HUCXOU,0.0110189519
HUCXOU,0.2427529825
HUCXOU,0.8456124378
HUCXUA,0.0102844515
HUCXUA,0.2383796988
HUCXUA,0.8261448486
HUHJAW,0.0053330984
HUHJAW,0.1458315021
HUHJAW,0.5298726278
HURGUX,0.0182544154
HURGUX,0.3895048989
HURGUX,1.1725626366
HURQUG,0.0208220413
HURQUG,0.4670367108
HURQUG,1.4290262292
HUSGAE,4.15492e-05
HUSGAE,0.0009533547
HUSGAE,0.0039841689
HUSJUC,0.0126836483
HUSJUC,0.2852306574
HUSJUC,1.0563860606
HUSQES,0.0337862083
HUSQES,0.6220597504
HUSQES,1.4745484181
HUTZEB,0.0524848763
HUTZEB,0.9831868443
HUTZEB,2.0089082932
HUWLUI,0.0028939477
HUWLUI,0.0706319943
HUWLUI,0.2620933088
HUXHEP01,0.0623571522
HUXHEP01,1.0971211945
HUXHEP01,2.1290819805
HUXWAY,0.0002268695
HUXWAY,0.0055809897
HUXWAY,0.0228567018
IBAPEJ,0.2663933469
IBAPEJ,1.7883358002
IBAPEJ,2.531215888
IBARUA,0.0023210302
IBARUA,0.0564522825
IBARUA,0.2049976847
IBASAH,0.0021034906
IBASAH,0.0542726086
IBASAH,0.1957755232
IBASEL,0.0017264677
IBASEL,0.0433570275
IBASEL,0.1627837723
IBASOV,0.0019187819
IBASOV,0.0469127645
IBASOV,0.1718596528
IBASUB,0.0020356866
IBASUB,0.0501253855
IBASUB,0.1870125372
IBITUK,0.0287002734
IBITUK,0.5102277197
IBITUK,1.3242337965
IBUDOZ,0.0075579667
IBUDOZ,0.1843165187
IBUDOZ,0.6302928594
ICEGED,0.0073563978
ICEGED,0.1728901921
ICEGED,0.5898901994
ICIZAV,0.0020922087
ICIZAV,0.0508121992
ICIZAV,0.1784999654
ICOWON,0.7636065638
ICOWON,2.8440395005
ICOWON,3.9733317957
IDAGUR,0.0059693716
IDAGUR,0.1469065608
IDAGUR,0.4979728619
IDAZEU,0.0002440915
IDAZEU,0.0062149935
IDAZEU,0.025066711
IDIWUN,0.0011037217
IDIWUN,0.0274967896
IDIWUN,0.1087422346
IDIXAU,0.0013612855
IDIXAU,0.0346031195
IDIXAU,0.1369019886
IDUDIW,0.0111173878
IDUDIW,0.2741783598
IDUDIW,1.0912918811
IFEHUY,0.0023030718
IFEHUY,0.0579055432
IFEHUY,0.2274402794
IFENOY01,0.0019259398
IFENOY01,0.0464830192
IFENOY01,0.2019907579
IFENOY,0.0012144905
IFENOY,0.029771923
IFENOY,0.1237170315
IFEQIV,0.0023523263
IFEQIV,0.0591713057
IFEQIV,0.2405264581
IFEYIB,0.0026436125
IFEYIB,0.0642026857
IFEYIB,0.2395924548
IFOSIG,0.0017816531
IFOSIG,0.0424540026
IFOSIG,0.1643824923
IFUNUU,0.0714484133
IFUNUU,1.2265971355
IFUNUU,2.2809901029
IGAHED,0.0218769864
IGAHED,0.4918473959
IGAHED,1.5686438417
IGINIX01,0.0066947881
IGINIX01,0.1641183364
IGINIX01,0.6067945383
IGINIX,0.0066224853
IGINIX,0.1661887575
IGINIX,0.6306619965
IGUTUB,0.0155169531
IGUTUB,0.343459138
IGUTUB,1.0414784025
IGUVIR01,0.0127162857
IGUVIR01,0.2870083561
IGUVIR01,0.9361435542
IGUVIR,0.0175171374
IGUVIR,0.372264248
IGUVIR,1.1211036153
IHECAB,0.0532063925
IHECAB,1.0418207288
IHECAB,2.0848817793
IHERIY,0.0560765066
IHERIY,0.9211643698
IHERIY,1.8103280079
IHILUI,0.0188371061
IHILUI,0.4973098807
IHILUI,1.3137782816
IHIMAP01,0.0303850366
IHIMAP01,0.7378708562
IHIMAP01,1.9379592231
IHIMAP,0.0199861304
IHIMAP,0.3510436669
IHIMAP,1.252448699
IJANAJ,0.0153883208
IJANAJ,0.2117589389
IJANAJ,0.5563144215
IJANEN,0.0095319488
IJANEN,0.2136643127
IJANEN,0.7292739435
IJASES01,2.3256881063
IJASES01,2.5680043256
IJASES01,2.9480809206
IJASES,2.3181659515
IJASES,2.5769116651
IJASES,2.9234524884
IJASIW,0.0338386344
IJASIW,0.6142240213
IJASIW,1.3637512549
IJASOC,1.4965953211
IJASOC,3.0267875634
IJASOC,4.3276662068
IJATIW,0.8328095966
IJATIW,1.9107126477
IJATIW,2.5080856941
IJENER,0.0081473501
IJENER,0.1895380482
IJENER,0.6505902783
IJEXUR,0.0139447563
IJEXUR,0.2956793902
IJEXUR,0.8715926661
IKEBUV01,0.0066715281
IKEBUV01,0.1726422073
IKEBUV01,0.7021069948
IKEBUV,0.0073946921
IKEBUV,0.1905363658
IKEBUV,0.7813787587
IKETAU,0.7407562395
IKETAU,3.717658347
IKETAU,5.2633723019
IKETEY,0.9141434621
IKETEY,3.5512685315
IKETEY,5.1628878678
IKETIC,0.010001219
IKETIC,0.2283751926
IKETIC,0.8592999894
IKETOI,0.804928
IKETOI,3.2988224443
IKETOI,4.8690941573
IKETUO,0.8611515567
IKETUO,3.2249593146
IKETUO,4.6658757457
IKEVAW,0.8245982209
IKEVAW,3.0656179148
IKEVAW,4.4455810872
IKUTIT,0.297212155
IKUTIT,2.1124804018
IKUTIT,3.2331912136
IKUTOZ,0.5179605577
IKUTOZ,2.2534834754
IKUTOZ,3.2401346735
ILIMUN,0.0088949748
ILIMUN,0.210265353
ILIMUN,0.6687609561
ILIQEB,0.0223463699
ILIQEB,0.4593080232
ILIQEB,1.3202551977
ILIQIF,0.0149258366
ILIQIF,0.3495534283
ILIQIF,1.0420662566
ILOJEZ,0.0029815039
ILOJEZ,0.0711601128
ILOJEZ,0.2622572492
ILOJOJ,0.004361544
ILOJOJ,0.1129470062
ILOJOJ,0.4327238897
IMIDZB10,0.0005939361
IMIDZB10,0.0148460818
IMIDZB10,0.0593112451
INARUM,0.051232709
INARUM,0.7974325753
INARUM,1.5621280027
InFFIVE_13_Cd_i,1.7161820022
InFFIVE_13_Cd_i,0.5414307069
InFFIVE_13_Cd_i,0.0239123486
InFFIVE_13_Co_i,2.1049613608
InFFIVE_13_Co_i,0.7509765508
InFFIVE_13_Co_i,0.0357731061
InFFIVE_13_Cu_i,2.5142514516
InFFIVE_13_Cu_i,0.9452609969
InFFIVE_13_Cu_i,0.0452618048
InFFIVE_13_Fe_i,1.8411637301
InFFIVE_13_Fe_i,0.602581211
InFFIVE_13_Fe_i,0.0280848682
InFFIVE_13_Ni_i,2.0753342316
InFFIVE_13_Ni_i,0.749498399
InFFIVE_13_Ni_i,0.0359654467
InFFIVE_13_Zn_i,2.0618375676
InFFIVE_13_Zn_i,0.7007617519
InFFIVE_13_Zn_i,0.0335588634
InFFIVE_14_Cd_i,2.1750538101
InFFIVE_14_Cd_i,0.8389576725
InFFIVE_14_Cd_i,0.042231414
InFFIVE_14_Co_i,0.9317934105
InFFIVE_14_Co_i,0.3527913204
InFFIVE_14_Co_i,0.0169098871
InFFIVE_14_Cu_i,1.2246655716
InFFIVE_14_Cu_i,0.4641285529
InFFIVE_14_Cu_i,0.0233164066
InFFIVE_14_Fe_i,1.1364367588
InFFIVE_14_Fe_i,0.3828312858
InFFIVE_14_Fe_i,0.018376645
InFFIVE_14_Ni_i,1.0100089435
InFFIVE_14_Ni_i,0.3507268539
InFFIVE_14_Ni_i,0.016529215
InFFIVE_14_Zn_i,1.4167825921
InFFIVE_14_Zn_i,0.5073864968
InFFIVE_14_Zn_i,0.0247409784
InFFIVE_15_Cd_i,0.9486115554
InFFIVE_15_Cd_i,0.3042611006
InFFIVE_15_Cd_i,0.0144790454
InFFIVE_15_Co_i,1.0189249773
InFFIVE_15_Co_i,0.3792678346
InFFIVE_15_Co_i,0.0194626238
InFFIVE_15_Cu_i,1.0807294916
InFFIVE_15_Cu_i,0.3936657802
InFFIVE_15_Cu_i,0.0204001199
InFFIVE_15_Fe_i,0.9325219643
InFFIVE_15_Fe_i,0.3139474696
InFFIVE_15_Fe_i,0.0151566954
InFFIVE_15_Ni_i,0.9816295566
InFFIVE_15_Ni_i,0.3362026271
InFFIVE_15_Ni_i,0.0177630683
InFFIVE_15_Zn_i,1.0057051383
InFFIVE_15_Zn_i,0.3433737583
InFFIVE_15_Zn_i,0.0168265388
InFFIVE_16_Cd_i,0.0766895683
InFFIVE_16_Cd_i,0.0196551791
InFFIVE_16_Cd_i,0.0007996328
InFFIVE_16_Co_i,0.0833907382
InFFIVE_16_Co_i,0.0213484367
InFFIVE_16_Co_i,0.0008647425
InFFIVE_16_Cu_i,0.0833251273
InFFIVE_16_Cu_i,0.0211718681
InFFIVE_16_Cu_i,0.0008488588
InFFIVE_16_Fe_i,0.0820406878
InFFIVE_16_Fe_i,0.0199087069
InFFIVE_16_Fe_i,0.0007799873
InFFIVE_16_Ni_i,0.0844754716
InFFIVE_16_Ni_i,0.0208240358
InFFIVE_16_Ni_i,0.0008343662
InFFIVE_16_Zn_i,0.0838593745
InFFIVE_16_Zn_i,0.0211071784
InFFIVE_16_Zn_i,0.0008641352
InFFIVE_18_Cd,0.1699507535
InFFIVE_18_Cd,0.0429467647
InFFIVE_18_Cd,0.001739824
InFFIVE_18_Co,0.1341922162
InFFIVE_18_Co,0.0341275609
InFFIVE_18_Co,0.00135418
InFFIVE_18_Cu,0.160611075
InFFIVE_18_Cu,0.0407109744
InFFIVE_18_Cu,0.0017534498
InFFIVE_18_Fe,0.1282420693
InFFIVE_18_Fe,0.0325585064
InFFIVE_18_Fe,0.001340012
InFFIVE_18_Ni,0.1274752724
InFFIVE_18_Ni,0.0331254513
InFFIVE_18_Ni,0.0014385989
InFFIVE_18_Zn,0.1267625962
InFFIVE_18_Zn,0.0338166936
InFFIVE_18_Zn,0.0013416498
InFFIVE_1_Cd,0.1333989057
InFFIVE_1_Cd,0.0336827311
InFFIVE_1_Cd,0.0012916246
InFFIVE_1_Co,0.1712222172
InFFIVE_1_Co,0.0431380142
InFFIVE_1_Co,0.0016827419
InFFIVE_1_Cu,0.1694548324
InFFIVE_1_Cu,0.0426882115
InFFIVE_1_Cu,0.0017570152
InFFIVE_1_Fe,0.1429829908
InFFIVE_1_Fe,0.0349434174
InFFIVE_1_Fe,0.0014159088
InFFIVE_1_Ni,0.1313791243
InFFIVE_1_Ni,0.032653726
InFFIVE_1_Ni,0.0012711887
InFFIVE_1_Zn,0.1339577507
InFFIVE_1_Zn,0.0332146441
InFFIVE_1_Zn,0.0013385879
InFFIVE_2_Cd,0.0680319444
InFFIVE_2_Cd,0.0172811332
InFFIVE_2_Cd,0.0007131948
InFFIVE_2_Cd_i,3.4673698978
InFFIVE_2_Cd_i,1.3241812812
InFFIVE_2_Cd_i,0.0599148758
InFFIVE_2_Co,0.0769053488
InFFIVE_2_Co,0.0194361401
InFFIVE_2_Co,0.0006872701
InFFIVE_2_Co_i,3.58069848
InFFIVE_2_Co_i,1.5804217895
InFFIVE_2_Co_i,0.0780555103
InFFIVE_2_Cu,0.0796567265
InFFIVE_2_Cu,0.0198751574
InFFIVE_2_Cu,0.0007313749
InFFIVE_2_Cu_i,3.5750500811
InFFIVE_2_Cu_i,1.6766708765
InFFIVE_2_Cu_i,0.0890619976
InFFIVE_2_Fe,0.0634858126
InFFIVE_2_Fe,0.0155762797
InFFIVE_2_Fe,0.0006285197
InFFIVE_2_Fe_i,3.379437493
InFFIVE_2_Fe_i,1.3607033499
InFFIVE_2_Fe_i,0.0669107121
InFFIVE_2_Ni,0.0668390992
InFFIVE_2_Ni,0.0164724966
InFFIVE_2_Ni,0.0006327418
InFFIVE_2_Ni_i,3.436968747
InFFIVE_2_Ni_i,1.5228310576
InFFIVE_2_Ni_i,0.0779147323
InFFIVE_2_Zn,0.0684620054
InFFIVE_2_Zn,0.0176816608
InFFIVE_2_Zn,0.0006977532
InFFIVE_2_Zn_i,3.580845833
InFFIVE_2_Zn_i,1.5652755327
InFFIVE_2_Zn_i,0.0771524429
InFFIVE_3_Cd,1.5677271605
InFFIVE_3_Cd,0.8660231126
InFFIVE_3_Cd,0.0590212706
InFFIVE_3_Co,2.2389425851
InFFIVE_3_Co,2.009285408
InFFIVE_3_Co,0.4641660155
InFFIVE_3_Cu,2.2883890202
InFFIVE_3_Cu,2.2472984673
InFFIVE_3_Cu,1.4963765908
InFFIVE_3_Fe,2.1696969236
InFFIVE_3_Fe,1.7762714318
InFFIVE_3_Fe,0.2635879091
InFFIVE_3_Ni,2.2791497732
InFFIVE_3_Ni,2.1514842128
InFFIVE_3_Ni,0.7499862346
InFFIVE_3_Zn,2.2112144964
InFFIVE_3_Zn,1.9930611161
InFFIVE_3_Zn,0.4619679605
InFFIVE_4_Cd_i,1.1900508203
InFFIVE_4_Cd_i,0.3514925058
InFFIVE_4_Cd_i,0.0144661385
InFFIVE_4_Co_i,1.1652123714
InFFIVE_4_Co_i,0.3290388877
InFFIVE_4_Co_i,0.0145945375
InFFIVE_4_Cu_i,1.2273286649
InFFIVE_4_Cu_i,0.3674313502
InFFIVE_4_Cu_i,0.0158261057
InFFIVE_4_Fe_i,0.9306265959
InFFIVE_4_Fe_i,0.2535464237
InFFIVE_4_Fe_i,0.0105926015
InFFIVE_4_Ni_i,1.0536622286
InFFIVE_4_Ni_i,0.2931193434
InFFIVE_4_Ni_i,0.0129331504
InFFIVE_4_Zn_i,1.1018952372
InFFIVE_4_Zn_i,0.3101438512
InFFIVE_4_Zn_i,0.0135815748
InFFIVE_5_Cd_i,0.3413327534
InFFIVE_5_Cd_i,0.0879498962
InFFIVE_5_Cd_i,0.0035631032
InFFIVE_5_Co_i,0.7271714625
InFFIVE_5_Co_i,0.1937899479
InFFIVE_5_Co_i,0.0081118308
InFFIVE_5_Cu_i,0.6641378762
InFFIVE_5_Cu_i,0.1775838626
InFFIVE_5_Cu_i,0.0072158015
InFFIVE_5_Fe_i,0.5750946381
InFFIVE_5_Fe_i,0.153334248
InFFIVE_5_Fe_i,0.0062415284
InFFIVE_5_Ni_i,0.7044042076
InFFIVE_5_Ni_i,0.1862145487
InFFIVE_5_Ni_i,0.0077911848
InFFIVE_5_Zn_i,0.6403966214
InFFIVE_5_Zn_i,0.1716899804
InFFIVE_5_Zn_i,0.0070631083
InFFIVE_6_Cd_i,0.7984830838
InFFIVE_6_Cd_i,0.211452828
InFFIVE_6_Cd_i,0.0086579275
InFFIVE_6_Co_i,1.1627973195
InFFIVE_6_Co_i,0.3038965339
InFFIVE_6_Co_i,0.0127613312
InFFIVE_6_Cu_i,1.0287562308
InFFIVE_6_Cu_i,0.264111073
InFFIVE_6_Cu_i,0.0106691948
InFFIVE_6_Fe_i,1.0735127582
InFFIVE_6_Fe_i,0.2737246331
InFFIVE_6_Fe_i,0.0117176593
InFFIVE_6_Ni_i,1.1471232861
